;# STN;YYYYMMDD;   HH;   DD;   FH;   FF;   FX;    T; T10N;   TD;   SQ;    Q;   DR;   RH;    P;   VV;    N;    U;   WW;   IX;    M;    R;    S;    O;    Y
4961;260;20220727;18;10;40;40;70;183;  185;94;8;75;0;0;10200;83;8;55;     ;5;0;0;0;0;0
4962;260;20220727;19;20;40;40;70;176;     ;96;10;28;0;0;10200;83;8;59;     ;5;0;0;0;0;0
4963;260;20220727;20;20;30;30;60;163;     ;97;0;5;0;0;10206;80;4;65;     ;5;0;0;0;0;0
4964;260;20220727;21;40;30;30;50;151;     ;93;0;0;0;0;10208;80;7;68;     ;5;0;0;0;0;0
4965;260;20220727;22;40;30;20;40;137;     ;91;0;0;0;0;10208;75;8;73;     ;5;0;0;0;0;0
4966;260;20220727;23;40;30;30;50;134;     ;92;0;0;0;0;10209;75;8;75;     ;5;0;0;0;0;0
4967;260;20220727;24;50;30;30;40;131;  112;87;0;0;0;0;10207;75;8;74;     ;5;0;0;0;0;0
4968;260;20220728;1;50;20;20;40;124;     ;85;0;0;0;0;10204;75;8;77;     ;5;0;0;0;0;0
4969;260;20220728;2;60;20;20;30;117;     ;83;0;0;0;0;10201;75;8;79;     ;5;0;0;0;0;0
4970;260;20220728;3;70;20;30;40;122;     ;84;0;0;0;0;10198;75;8;77;     ;5;0;0;0;0;0
4971;260;20220728;4;80;20;20;40;119;     ;83;0;1;0;0;10201;75;8;78;     ;5;0;0;0;0;0
4972;260;20220728;5;70;30;30;50;122;     ;82;5;13;0;0;10201;75;8;76;     ;5;0;0;0;0;0
4973;260;20220728;6;80;30;40;60;138;   91;88;7;59;0;0;10201;75;8;71;     ;5;0;0;0;0;0
4974;260;20220728;7;80;40;50;70;153;     ;89;3;78;0;0;10202;80;8;65;     ;5;0;0;0;0;0
4975;260;20220728;8;70;50;50;70;166;     ;84;7;151;0;0;10200;82;8;58;     ;5;0;0;0;0;0
4976;260;20220728;9;80;50;50;80;179;     ;77;8;215;0;0;10198;80;8;51;     ;5;0;0;0;0;0
4977;260;20220728;10;90;50;50;80;189;     ;74;8;243;0;0;10195;83;8;47;     ;5;0;0;0;0;0
4978;260;20220728;11;40;50;50;80;198;     ;70;10;298;0;0;10190;83;8;43;     ;5;0;0;0;0;0
4979;260;20220728;12;40;50;50;100;200;  144;77;8;279;0;0;10186;82;8;44;     ;5;0;0;0;0;0
4980;260;20220728;13;50;40;40;90;213;     ;80;8;303;0;0;10181;81;8;42;     ;5;0;0;0;0;0
4981;260;20220728;14;50;40;40;90;215;     ;80;9;283;0;0;10179;82;8;41;     ;5;0;0;0;0;0
4982;260;20220728;15;50;40;50;90;216;     ;76;5;186;0;0;10175;82;8;40;     ;5;0;0;0;0;0
4983;260;20220728;16;40;40;50;80;207;     ;80;3;127;0;0;10174;83;8;43;     ;5;0;0;0;0;0
4984;260;20220728;17;40;40;40;70;206;     ;82;0;54;0;0;10172;83;8;45;     ;5;0;0;0;0;0
4985;260;20220728;18;30;30;30;60;202;  201;85;0;40;0;0;10172;83;8;46;     ;5;0;0;0;0;0
4986;260;20220728;19;40;30;30;70;191;     ;95;7;20;0;0;10173;83;8;53;     ;5;0;0;0;0;0
4987;260;20220728;20;30;30;30;60;183;     ;96;0;3;0;0;10177;81;8;56;     ;5;0;0;0;0;0
4988;260;20220728;21;30;30;30;60;175;     ;99;0;0;0;0;10179;83;8;60;     ;5;0;0;0;0;0
4989;260;20220728;22;20;30;20;50;169;     ;102;0;0;0;0;10181;83;8;64;     ;5;0;0;0;0;0
4990;260;20220728;23;40;30;40;60;163;     ;101;0;0;0;0;10181;80;8;66;     ;5;0;0;0;0;0
4991;260;20220728;24;50;40;40;60;158;  149;100;0;0;0;0;10180;80;8;68;     ;5;0;0;0;0;0
4992;260;20220729;1;50;30;30;60;150;     ;100;0;0;0;0;10174;75;8;72;     ;5;0;0;0;0;0
4993;260;20220729;2;40;20;30;60;148;     ;99;0;0;0;0;10174;75;8;72;     ;5;0;0;0;0;0
4994;260;20220729;3;40;20;30;40;146;     ;98;0;0;0;0;10171;75;8;72;     ;5;0;0;0;0;0
4995;260;20220729;4;30;20;20;40;146;     ;98;0;0;0;0;10169;75;8;72;     ;5;0;0;0;0;0
4996;260;20220729;5;30;20;20;50;149;     ;97;0;7;0;0;10170;75;8;70;     ;5;0;0;0;0;0
4997;260;20220729;6;40;20;20;40;151;  136;104;0;29;0;0;10171;75;8;73;     ;5;0;0;0;0;0
4998;260;20220729;7;60;20;20;50;167;     ;107;8;106;0;0;10175;80;7;67;     ;5;0;0;0;0;0
4999;260;20220729;8;20;20;20;40;180;     ;110;6;153;0;0;10173;83;8;63;     ;5;0;0;0;0;0
5000;260;20220729;9;340;20;20;40;195;     ;110;4;171;0;0;10175;81;8;58;     ;5;0;0;0;0;0
5001;260;20220729;10;10;30;30;60;212;     ;119;9;269;0;0;10173;81;8;55;     ;5;0;0;0;0;0
5002;260;20220729;11;310;30;30;50;211;     ;128;5;229;0;0;10173;81;8;59;     ;5;0;0;0;0;0
5003;260;20220729;12;310;40;40;60;222;  154;133;8;271;0;0;10171;80;2;57;     ;5;0;0;0;0;0
5004;260;20220729;13;310;40;40;70;236;     ;136;10;293;0;0;10171;81;0;53;     ;5;0;0;0;0;0
5005;260;20220729;14;300;40;40;90;235;     ;130;10;274;0;0;10171;82;0;51;     ;5;0;0;0;0;0
5006;260;20220729;15;340;40;40;70;240;     ;104;10;242;0;0;10171;81;0;42;     ;5;0;0;0;0;0
5007;260;20220729;16;320;40;30;60;238;     ;110;10;196;0;0;10171;83;0;44;     ;5;0;0;0;0;0
5008;260;20220729;17;320;30;30;50;236;     ;125;10;138;0;0;10171;82;0;49;     ;5;0;0;0;0;0
5009;260;20220729;18;340;20;20;50;226;  234;126;10;79;0;0;10172;83;0;53;     ;5;0;0;0;0;0
5010;260;20220729;19;320;20;20;50;208;     ;133;10;31;0;0;10175;83;1;61;     ;5;0;0;0;0;0
5011;260;20220729;20;320;20;10;30;178;     ;137;0;2;0;0;10182;75;4;77;     ;5;0;0;0;0;0
5012;260;20220729;21;320;20;20;40;173;     ;141;0;0;0;0;10185;70;2;81;     ;5;0;0;0;0;0
5013;260;20220729;22;340;20;20;50;168;     ;145;0;0;0;0;10185;70;3;86;     ;5;0;0;0;0;0
5014;260;20220729;23;310;20;20;30;155;     ;143;0;0;0;0;10186;65;5;92;     ;5;0;0;0;0;0
5015;260;20220729;24;300;20;20;40;156;  139;143;0;0;0;0;10185;65;1;92;     ;5;0;0;0;0;0
5016;260;20220730;1;300;20;20;40;145;     ;136;0;0;0;0;10183;64;0;94;     ;5;0;0;0;0;0
5017;260;20220730;2;310;10;10;30;133;     ;127;0;0;0;0;10182;58;0;96;   10;7;0;0;0;0;0
5018;260;20220730;3;290;10;10;20;127;     ;122;0;0;0;0;10183;37;0;96;   10;7;0;0;0;0;0
5019;260;20220730;4;270;10;10;20;114;     ;108;0;0;0;0;10184;56;0;96;   10;7;0;0;0;0;0
5020;260;20220730;5;270;10;20;30;132;     ;126;5;15;0;0;10186;17;1;96;   20;7;1;0;0;0;0
5021;260;20220730;6;290;10;20;30;167;   75;126;8;57;0;0;10190;70;6;77;    3;7;0;0;0;0;0
5022;260;20220730;7;310;30;40;60;178;     ;123;10;107;0;0;10191;75;1;70;     ;5;0;0;0;0;0
5023;260;20220730;8;320;30;40;70;187;     ;124;10;168;0;0;10194;80;2;66;     ;5;0;0;0;0;0
5024;260;20220730;9;330;20;20;50;205;     ;130;10;220;0;0;10192;81;0;62;     ;5;0;0;0;0;0
5025;260;20220730;10;300;20;20;50;217;     ;120;10;257;0;0;10193;82;2;54;     ;5;0;0;0;0;0
5026;260;20220730;11;290;30;30;50;228;     ;116;9;275;0;0;10193;82;8;49;     ;5;0;0;0;0;0
5027;260;20220730;12;280;30;30;70;232;  168;112;6;241;0;0;10192;80;8;46;     ;5;0;0;0;0;0
5028;260;20220730;13;280;30;30;70;234;     ;112;1;174;0;0;10192;81;8;46;     ;5;0;0;0;0;0
5029;260;20220730;14;280;30;30;60;235;     ;114;5;199;0;0;10189;83;8;46;     ;5;0;0;0;0;0
5030;260;20220730;15;340;30;30;50;237;     ;128;1;127;0;0;10187;81;8;50;     ;5;0;0;0;0;0
5031;260;20220730;16;310;20;20;50;232;     ;125;2;111;0;0;10187;83;8;50;     ;5;0;0;0;0;0
5032;260;20220730;17;340;20;20;40;227;     ;133;0;59;0;-1;10186;83;8;55;   23;7;0;1;0;0;0
5033;260;20220730;18;40;20;20;40;218;  217;132;0;27;0;-1;10183;83;8;58;   23;7;0;1;0;0;0
5034;260;20220730;19;80;20;20;30;211;     ;136;0;13;0;0;10181;83;8;61;     ;5;0;0;0;0;0
5035;260;20220730;20;100;20;20;30;204;     ;135;0;1;0;0;10181;83;8;64;     ;5;0;0;0;0;0
5036;260;20220730;21;120;20;10;30;198;     ;137;0;0;0;0;10182;80;8;67;     ;5;0;0;0;0;0
5037;260;20220730;22;140;10;10;20;188;     ;144;0;0;0;0;10180;75;8;75;     ;5;0;0;0;0;0
5038;260;20220730;23;140;10;10;40;184;     ;143;0;0;0;0;10180;75;8;77;     ;5;0;0;0;0;0
5039;260;20220730;24;140;10;10;20;165;  146;146;0;0;0;0;10176;70;8;88;     ;5;0;0;0;0;0
5040;260;20220731;1;200;10;10;20;166;     ;148;0;0;0;0;10172;70;8;89;     ;5;0;0;0;0;0
5041;260;20220731;2;220;10;10;30;163;     ;148;0;0;0;0;10170;70;8;90;     ;5;0;0;0;0;0
5042;260;20220731;3;200;10;10;20;164;     ;148;0;0;0;0;10166;70;8;90;     ;5;0;0;0;0;0
5043;260;20220731;4;200;10;20;30;179;     ;154;0;1;0;0;10163;70;8;85;     ;5;0;0;0;0;0
5044;260;20220731;5;220;30;30;50;187;     ;149;0;6;0;-1;10160;75;8;78;   23;7;0;1;0;0;0
5045;260;20220731;6;220;30;30;50;185;  146;157;0;16;0;0;10161;70;8;83;    2;7;0;0;0;0;0
5046;260;20220731;7;200;30;40;60;188;     ;164;0;34;0;-1;10160;61;8;86;   23;7;0;1;0;0;0
5047;260;20220731;8;210;30;30;60;192;     ;169;0;58;0;-1;10158;59;8;86;   81;7;0;1;0;0;0
5048;260;20220731;9;200;30;30;60;195;     ;182;0;64;7;7;10158;50;8;91;   51;7;0;1;0;0;0
5049;260;20220731;10;210;30;30;60;198;     ;181;0;66;3;1;10156;57;8;89;   23;7;0;1;0;0;0
5050;260;20220731;11;210;40;40;70;195;     ;182;0;56;4;1;10153;57;8;91;   51;7;0;1;0;0;0
5051;260;20220731;12;230;40;50;80;206;  184;177;0;47;0;-1;10151;65;8;83;   23;7;0;1;0;0;0
5052;260;20220731;13;240;50;40;120;215;     ;177;0;60;0;0;10148;75;8;78;     ;5;0;0;0;0;0
5053;260;20220731;14;250;50;40;110;208;     ;178;2;79;0;-1;10147;65;8;82;   81;7;0;1;0;0;0
5054;260;20220731;15;240;50;50;110;206;     ;181;0;70;0;-1;10147;60;8;85;   81;7;0;1;0;0;0
5055;260;20220731;16;230;50;40;110;198;     ;184;0;42;5;7;10148;62;8;91;   23;7;0;1;0;0;0
5056;260;20220731;17;240;40;30;90;200;     ;183;0;43;2;1;10145;69;8;89;   23;7;0;1;0;0;0
5057;260;20220731;18;250;40;50;90;198;  194;183;0;17;4;1;10146;46;8;90;   52;7;0;1;0;0;0
5058;260;20220731;19;240;30;30;90;194;     ;185;0;7;6;1;10149;50;8;94;   52;7;0;1;0;0;0
5059;260;20220731;20;260;30;30;70;196;     ;184;0;1;0;-1;10153;61;8;92;   22;7;0;1;0;0;0
5060;260;20220731;21;270;30;30;70;194;     ;182;0;0;0;0;10156;63;8;92;    2;7;0;0;0;0;0
5061;260;20220731;22;300;30;30;70;190;     ;173;0;0;0;0;10159;70;8;89;     ;5;0;0;0;0;0
5062;260;20220731;23;300;30;20;50;185;     ;166;0;0;0;-1;10162;70;8;89;   23;7;0;1;0;0;0
5063;260;20220731;24;270;20;20;50;185;  181;168;0;0;0;0;10164;70;8;90;    2;7;0;0;0;0;0
5064;260;20220801;1;260;20;20;30;182;     ;170;0;0;0;0;10166;62;8;92;     ;5;0;0;0;0;0
5065;260;20220801;2;250;20;20;50;182;     ;170;0;0;0;0;10165;60;8;92;     ;5;0;0;0;0;0
5066;260;20220801;3;280;20;10;40;178;     ;170;0;0;3;3;10165;60;7;95;   23;7;0;1;0;0;0
5067;260;20220801;4;310;20;10;40;175;     ;167;0;0;0;0;10167;58;8;95;   10;7;0;0;0;0;0
5068;260;20220801;5;330;20;20;30;176;     ;169;0;5;0;0;10171;62;8;95;     ;5;0;0;0;0;0
5069;260;20220801;6;20;20;10;40;173;  161;166;0;13;7;11;10174;50;8;95;   52;7;0;1;0;0;0
5070;260;20220801;7;70;10;10;30;177;     ;167;0;19;6;2;10176;65;8;94;   81;7;0;1;0;0;0
5071;260;20220801;8;10;30;40;70;179;     ;159;0;67;2;3;10182;70;8;88;   23;7;0;1;0;0;0
5072;260;20220801;9;350;30;30;70;187;     ;152;1;124;0;0;10185;75;7;80;    1;7;0;0;0;0;0
5073;260;20220801;10;30;30;30;60;197;     ;145;2;161;0;0;10190;75;8;71;     ;5;0;0;0;0;0
5074;260;20220801;11;40;30;30;50;204;     ;140;2;182;0;0;10191;77;8;66;     ;5;0;0;0;0;0
5075;260;20220801;12;20;30;30;60;211;  174;121;3;200;0;0;10193;82;8;56;    2;7;0;0;0;0;0
5076;260;20220801;13;350;30;20;60;219;     ;116;7;270;0;0;10192;83;7;52;     ;5;0;0;0;0;0
5077;260;20220801;14;330;30;40;70;221;     ;92;10;276;0;0;10191;81;8;43;     ;5;0;0;0;0;0
5078;260;20220801;15;340;30;40;70;220;     ;104;9;232;0;0;10190;81;7;47;     ;5;0;0;0;0;0
5079;260;20220801;16;330;30;30;60;220;     ;96;10;193;0;0;10191;83;2;45;     ;5;0;0;0;0;0
5080;260;20220801;17;360;30;30;50;217;     ;87;10;143;0;0;10190;82;0;43;     ;5;0;0;0;0;0
5081;260;20220801;18;50;20;30;50;208;  214;82;10;86;0;0;10190;83;0;44;     ;5;0;0;0;0;0
5082;260;20220801;19;60;20;20;40;188;     ;109;8;30;0;0;10191;83;1;60;     ;5;0;0;0;0;0
5083;260;20220801;20;80;10;20;30;147;     ;124;0;1;0;0;10195;70;6;86;     ;5;0;0;0;0;0
5084;260;20220801;21;70;10;10;20;128;     ;115;0;0;0;0;10195;65;8;91;     ;5;0;0;0;0;0
5085;260;20220801;22;80;10;10;20;119;     ;110;0;0;0;0;10193;65;8;94;     ;5;0;0;0;0;0
5086;260;20220801;23;110;10;10;20;118;     ;111;0;0;0;0;10191;65;8;95;     ;5;0;0;0;0;0
5087;260;20220801;24;110;10;10;30;121;   89;109;0;0;0;0;10189;65;8;92;     ;5;0;0;0;0;0
5088;260;20220802;1;120;20;20;20;117;     ;105;0;0;0;0;10185;65;7;92;     ;5;0;0;0;0;0
5089;260;20220802;2;140;20;20;30;132;     ;103;0;0;0;0;10182;70;8;82;     ;5;0;0;0;0;0
5090;260;20220802;3;150;30;30;50;143;     ;103;0;0;0;0;10178;75;8;76;     ;5;0;0;0;0;0
5091;260;20220802;4;150;20;20;40;144;     ;101;0;1;0;0;10175;75;8;75;     ;5;0;0;0;0;0
5092;260;20220802;5;150;20;30;40;145;     ;104;2;8;0;0;10173;75;3;76;     ;5;0;0;0;0;0
5093;260;20220802;6;160;30;20;60;161;   94;107;8;48;0;0;10173;75;8;70;     ;5;0;0;0;0;0
5094;260;20220802;7;170;30;20;50;187;     ;127;10;101;0;0;10169;80;6;68;     ;5;0;0;0;0;0
5095;260;20220802;8;210;30;40;60;206;     ;146;9;154;0;0;10166;77;8;68;     ;5;0;0;0;0;0
5096;260;20220802;9;200;40;40;80;219;     ;150;8;196;0;0;10166;81;8;64;     ;5;0;0;0;0;0
5097;260;20220802;10;220;40;40;80;235;     ;161;7;227;0;0;10167;72;8;63;     ;5;0;0;0;0;0
5098;260;20220802;11;220;40;50;90;247;     ;150;5;220;0;0;10164;80;8;54;     ;5;0;0;0;0;0
5099;260;20220802;12;220;50;60;110;252;  157;135;7;256;0;0;10163;83;8;48;     ;5;0;0;0;0;0
5100;260;20220802;13;220;50;50;100;261;     ;133;8;277;0;0;10162;82;7;45;     ;5;0;0;0;0;0
5101;260;20220802;14;240;50;50;100;261;     ;127;7;239;0;0;10157;82;7;43;     ;5;0;0;0;0;0
5102;260;20220802;15;230;50;40;90;270;     ;151;10;226;0;0;10153;80;6;48;     ;5;0;0;0;0;0
5103;260;20220802;16;250;50;50;100;271;     ;160;10;184;0;0;10150;81;7;50;     ;5;0;0;0;0;0
5104;260;20220802;17;250;50;50;90;268;     ;165;10;124;0;0;10149;81;6;53;     ;5;0;0;0;0;0
5105;260;20220802;18;240;40;40;90;257;  262;169;10;79;0;0;10149;83;0;58;     ;5;0;0;0;0;0
5106;260;20220802;19;260;30;30;80;238;     ;168;8;29;0;0;10150;83;0;64;     ;5;0;0;0;0;0
5107;260;20220802;20;240;20;30;50;222;     ;166;0;2;0;0;10151;75;7;70;     ;5;0;0;0;0;0
5108;260;20220802;21;220;30;30;50;214;     ;167;0;0;0;0;10151;75;0;74;     ;5;0;0;0;0;0
5109;260;20220802;22;210;20;20;40;203;     ;166;0;0;0;0;10150;75;0;79;     ;5;0;0;0;0;0
5110;260;20220802;23;220;20;20;40;194;     ;166;0;0;0;0;10152;70;1;84;     ;5;0;0;0;0;0
5111;260;20220802;24;200;30;30;50;194;  173;168;0;0;0;0;10149;70;2;84;     ;5;0;0;0;0;0
5112;260;20220803;1;180;20;10;40;176;     ;163;0;0;0;0;10147;65;5;92;     ;5;0;0;0;0;0
5113;260;20220803;2;190;20;20;40;183;     ;167;0;0;0;0;10145;70;4;90;     ;5;0;0;0;0;0
5114;260;20220803;3;190;30;20;60;187;     ;165;0;0;0;0;10142;70;6;86;     ;5;0;0;0;0;0
5115;260;20220803;4;200;30;30;60;183;     ;162;0;0;0;0;10142;70;4;87;     ;5;0;0;0;0;0
5116;260;20220803;5;200;30;30;50;183;     ;161;0;9;0;0;10143;70;7;87;     ;5;0;0;0;0;0
5117;260;20220803;6;220;30;30;50;196;  150;165;2;37;0;0;10146;70;8;82;     ;5;0;0;0;0;0
5118;260;20220803;7;210;40;50;60;205;     ;168;9;101;0;0;10147;75;8;79;     ;5;0;0;0;0;0
5119;260;20220803;8;190;40;30;60;222;     ;176;10;157;0;0;10149;75;5;74;     ;5;0;0;0;0;0
5120;260;20220803;9;210;40;40;60;239;     ;176;10;215;0;0;10151;80;2;67;     ;5;0;0;0;0;0
5121;260;20220803;10;230;40;40;70;252;     ;174;9;247;0;0;10151;77;1;62;     ;5;0;0;0;0;0
5122;260;20220803;11;210;40;40;70;267;     ;169;10;281;0;0;10149;80;1;55;     ;5;0;0;0;0;0
5123;260;20220803;12;240;40;40;90;284;  197;163;10;294;0;0;10148;82;0;48;     ;5;0;0;0;0;0
5124;260;20220803;13;260;50;60;100;277;     ;164;9;279;0;0;10148;80;7;50;     ;5;0;0;0;0;0
5125;260;20220803;14;250;50;50;100;291;     ;170;10;263;0;0;10147;81;8;47;     ;5;0;0;0;0;0
5126;260;20220803;15;240;50;60;100;286;     ;164;9;225;0;0;10143;81;8;47;     ;5;0;0;0;0;0
5127;260;20220803;16;270;40;30;90;293;     ;167;10;182;0;0;10140;82;8;46;     ;5;0;0;0;0;0
5128;260;20220803;17;280;30;30;70;288;     ;166;10;133;0;0;10138;81;8;47;     ;5;0;0;0;0;0
5129;260;20220803;18;320;20;20;50;280;  289;166;10;74;0;0;10138;83;8;49;     ;5;0;0;0;0;0
5130;260;20220803;19;340;20;20;40;258;     ;171;8;31;0;0;10138;83;8;58;     ;5;0;0;0;0;0
5131;260;20220803;20;350;20;10;30;225;     ;176;0;2;0;0;10140;75;7;74;     ;5;0;0;0;0;0
5132;260;20220803;21;0;10;0;20;202;     ;178;0;0;0;0;10137;70;8;86;     ;5;0;0;0;0;0
5133;260;20220803;22;90;10;10;10;191;     ;175;0;0;0;0;10134;70;8;90;     ;5;0;0;0;0;0
5134;260;20220803;23;100;10;20;20;182;     ;171;0;0;0;0;10132;65;8;93;     ;5;0;0;0;0;0
5135;260;20220803;24;20;10;10;20;175;  153;166;0;0;0;0;10130;65;4;94;     ;5;0;0;0;0;0
5136;260;20220804;1;350;10;10;20;173;     ;166;0;0;0;0;10127;65;5;95;     ;5;0;0;0;0;0
5137;260;20220804;2;340;0;10;10;168;     ;162;0;0;0;0;10124;65;8;95;     ;5;0;0;0;0;0
5138;260;20220804;3;0;0;0;10;168;     ;163;0;0;0;0;10119;65;8;96;     ;5;0;0;0;0;0
5139;260;20220804;4;130;10;10;10;165;     ;159;0;0;0;0;10117;65;8;96;     ;5;0;0;0;0;0
5140;260;20220804;5;330;10;10;40;183;     ;162;3;11;0;0;10119;70;8;88;     ;5;0;0;0;0;0
5141;260;20220804;6;310;10;10;20;206;  146;166;2;30;0;0;10120;75;8;78;     ;5;0;0;0;0;0
5142;260;20220804;7;300;20;20;40;216;     ;168;0;56;0;0;10123;75;8;74;     ;5;0;0;0;0;0
5143;260;20220804;8;310;30;30;50;225;     ;170;1;100;0;0;10126;75;8;71;     ;5;0;0;0;0;0
5144;260;20220804;9;310;30;40;60;241;     ;169;8;193;0;0;10129;83;8;64;     ;5;0;0;0;0;0
5145;260;20220804;10;300;30;30;60;248;     ;168;7;229;0;0;10134;83;8;60;     ;5;0;0;0;0;0
5146;260;20220804;11;300;20;10;50;243;     ;165;0;63;0;0;10139;83;8;62;     ;5;0;0;0;0;0
5147;260;20220804;12;310;30;30;50;260;  203;163;5;198;0;0;10136;82;8;55;     ;5;0;0;0;0;0
5148;260;20220804;13;320;30;30;70;259;     ;156;8;261;0;0;10139;80;8;53;     ;5;0;0;0;0;0
5149;260;20220804;14;310;30;40;70;257;     ;148;5;198;0;0;10140;83;7;51;     ;5;0;0;0;0;0
5150;260;20220804;15;310;40;30;70;255;     ;150;2;145;0;0;10141;82;8;52;     ;5;0;0;0;0;0
5151;260;20220804;16;320;40;40;80;248;     ;142;10;207;0;0;10143;82;6;51;     ;5;0;0;0;0;0
5152;260;20220804;17;320;40;40;70;235;     ;135;8;111;0;0;10144;83;7;53;     ;5;0;0;0;0;0
5153;260;20220804;18;320;40;30;70;221;  219;130;2;37;0;0;10146;83;7;56;     ;5;0;0;0;0;0
5154;260;20220804;19;340;30;30;60;213;     ;133;7;16;0;0;10150;83;8;60;     ;5;0;0;0;0;0
5155;260;20220804;20;340;30;20;50;199;     ;153;0;1;0;0;10157;75;8;74;     ;5;0;0;0;0;0
5156;260;20220804;21;320;20;20;40;195;     ;155;0;0;0;0;10162;75;8;77;     ;5;0;0;0;0;0
5157;260;20220804;22;350;30;30;50;192;     ;151;0;0;0;0;10159;75;8;77;     ;5;0;0;0;0;0
5158;260;20220804;23;350;20;20;50;191;     ;148;0;0;0;0;10154;75;8;75;     ;5;0;0;0;0;0
5159;260;20220804;24;320;20;20;40;186;  183;151;0;0;0;0;10158;75;8;80;     ;5;0;0;0;0;0
5160;260;20220805;1;330;20;20;40;183;     ;154;0;0;0;0;10157;70;8;83;     ;5;0;0;0;0;0
5161;260;20220805;2;350;20;10;40;184;     ;154;0;0;0;0;10160;70;8;82;     ;5;0;0;0;0;0
5162;260;20220805;3;340;20;20;40;177;     ;151;0;0;0;0;10157;70;8;84;     ;5;0;0;0;0;0
5163;260;20220805;4;340;20;20;40;175;     ;146;0;0;0;0;10161;70;8;82;     ;5;0;0;0;0;0
5164;260;20220805;5;340;30;20;60;168;     ;139;0;4;0;0;10161;70;4;83;     ;5;0;0;0;0;0
5165;260;20220805;6;350;30;30;50;175;  158;138;3;38;0;0;10163;75;1;78;     ;5;0;0;0;0;0
5166;260;20220805;7;330;30;30;50;188;     ;127;7;72;0;0;10168;80;0;67;     ;5;0;0;0;0;0
5167;260;20220805;8;340;40;40;70;203;     ;107;10;163;0;0;10174;83;1;53;     ;5;0;0;0;0;0
5168;260;20220805;9;320;40;40;80;205;     ;115;8;198;0;0;10180;82;7;56;     ;5;0;0;0;0;0
5169;260;20220805;10;330;40;30;70;195;     ;104;3;134;0;0;10187;83;8;55;     ;5;0;0;0;0;0
5170;260;20220805;11;320;30;30;60;209;     ;72;1;135;0;0;10192;83;8;41;     ;5;0;0;0;0;0
5171;260;20220805;12;310;40;50;70;203;  171;84;3;195;0;0;10199;82;8;46;     ;5;0;0;0;0;0
5172;260;20220805;13;320;40;40;80;210;     ;103;5;213;0;0;10205;82;8;50;     ;5;0;0;0;0;0
5173;260;20220805;14;320;40;40;100;206;     ;80;9;252;0;0;10209;83;6;44;     ;5;0;0;0;0;0
5174;260;20220805;15;310;40;50;90;199;     ;103;3;148;0;0;10216;83;6;53;     ;5;0;0;0;0;0
5175;260;20220805;16;310;50;50;100;193;     ;100;8;136;0;0;10220;83;3;54;     ;5;0;0;0;0;0
5176;260;20220805;17;300;40;40;90;188;     ;83;8;99;0;0;10225;82;1;50;     ;5;0;0;0;0;0
5177;260;20220805;18;320;40;40;80;181;  183;80;10;73;0;0;10229;83;1;51;     ;5;0;0;0;0;0
5178;260;20220805;19;310;30;30;70;165;     ;89;8;28;0;0;10235;83;0;60;     ;5;0;0;0;0;0
5179;260;20220805;20;310;20;20;50;150;     ;89;0;1;0;0;10241;80;0;66;     ;5;0;0;0;0;0
5180;260;20220805;21;330;20;10;30;126;     ;93;0;0;0;0;10248;75;0;80;     ;5;0;0;0;0;0
5181;260;20220805;22;290;10;10;20;102;     ;88;0;0;0;0;10251;65;0;91;     ;5;0;0;0;0;0
5182;260;20220805;23;0;10;0;20;95;     ;86;0;0;0;0;10254;65;0;94;     ;5;0;0;0;0;0
5183;260;20220805;24;260;10;10;20;87;   52;79;0;0;0;0;10259;65;0;95;     ;5;0;0;0;0;0
5184;260;20220806;1;270;10;20;20;83;     ;78;0;0;0;0;10263;65;0;97;     ;5;0;0;0;0;0
5185;260;20220806;2;260;10;10;20;77;     ;70;0;0;0;0;10266;56;0;95;   20;7;1;0;0;0;0
5186;260;20220806;3;240;10;10;20;76;     ;73;0;0;0;0;10267;14;0;97;   20;7;1;0;0;0;0
5187;260;20220806;4;290;10;10;20;74;     ;71;0;0;0;0;10270;22;1;98;   20;7;1;0;0;0;0
5188;260;20220806;5;0;0;0;20;93;     ;88;3;10;0;0;10274;62;0;97;   20;7;1;0;0;0;0
5189;260;20220806;6;0;0;0;10;124;   40;94;10;50;0;0;10278;70;0;82;    2;7;0;0;0;0;0
5190;260;20220806;7;330;10;20;30;169;     ;93;10;105;0;0;10282;80;6;61;     ;5;0;0;0;0;0
5191;260;20220806;8;10;20;20;50;177;     ;93;10;161;0;0;10284;83;1;58;     ;5;0;0;0;0;0
5192;260;20220806;9;310;30;30;50;188;     ;93;10;219;0;0;10286;83;2;53;     ;5;0;0;0;0;0
5193;260;20220806;10;320;30;20;50;183;     ;86;8;218;0;0;10287;83;3;53;     ;5;0;0;0;0;0
5194;260;20220806;11;10;20;40;60;203;     ;97;10;280;0;0;10287;82;7;50;     ;5;0;0;0;0;0
5195;260;20220806;12;360;30;30;60;209;  146;93;10;316;0;0;10284;82;7;47;     ;5;0;0;0;0;0
5196;260;20220806;13;330;30;20;70;212;     ;76;9;262;0;0;10281;83;7;41;     ;5;0;0;0;0;0
5197;260;20220806;14;300;20;20;60;217;     ;70;8;244;0;0;10278;83;6;38;     ;5;0;0;0;0;0
5198;260;20220806;15;320;30;40;60;216;     ;79;10;243;0;0;10275;82;4;41;     ;5;0;0;0;0;0
5199;260;20220806;16;330;30;40;60;213;     ;84;10;203;0;0;10273;82;8;43;     ;5;0;0;0;0;0
